Age Group,Male,Female,Date,Jurisdiction,7-day rolling average of COVID-19 hospitalisations as at 20 Sep 2022,7-day rolling average COVID-19 ICU cases as at 20 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 27 Sep 2022,7-day rolling average COVID-19 ICU cases as at 27 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 04 Oct 2022,7-day rolling average COVID-19 ICU cases as at 04 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 11 Oct 2022,7-day rolling average COVID-19 ICU cases as at 11 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 18 Oct 2022,7-day rolling average COVID-19 ICU cases as at 18 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 25 Oct 2022,7-day rolling average COVID-19 ICU cases as at 25 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 01 Nov 2022,7-day rolling average COVID-19 ICU cases as at 01 Nov 2022,7-day rolling average of COVID-19 hospitalisations as at 08 Nov 2022,7-day rolling average COVID-19 ICU cases as at 08 Nov 2022
10-19,1.0,1.0,2021-11-12,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-12,,,,,,,,,,,,,,,,,
90+,169.0,265.0,2021-11-12,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-12,,,,,,,,,,,,,,,,,
80-89,354.0,316.0,2021-11-12,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-13,,,,,,,,,,,,,,,,,
90+,169.0,265.0,2021-11-13,,,,,,,,,,,,,,,,,
80-89,354.0,316.0,2021-11-13,,,,,,,,,,,,,,,,,
70-79,249.0,152.0,2021-11-13,,,,,,,,,,,,,,,,,
60-69,138.0,57.0,2021-11-13,,,,,,,,,,,,,,,,,
50-59,66.0,39.0,2021-11-13,,,,,,,,,,,,,,,,,
40-49,27.0,10.0,2021-11-13,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-13,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-13,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-13,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-14,,,,,,,,,,,,,,,,,
70-79,249.0,152.0,2021-11-14,,,,,,,,,,,,,,,,,
60-69,138.0,57.0,2021-11-14,,,,,,,,,,,,,,,,,
50-59,66.0,39.0,2021-11-14,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-14,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-14,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-14,,,,,,,,,,,,,,,,,
80-89,354.0,316.0,2021-11-14,,,,,,,,,,,,,,,,,
90+,169.0,265.0,2021-11-14,,,,,,,,,,,,,,,,,
40-49,27.0,10.0,2021-11-14,,,,,,,,,,,,,,,,,
40-49,27.0,11.0,2021-11-15,,,,,,,,,,,,,,,,,
90+,170.0,267.0,2021-11-15,,,,,,,,,,,,,,,,,
80-89,356.0,318.0,2021-11-15,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-15,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-15,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-15,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-15,,,,,,,,,,,,,,,,,
70-79,251.0,155.0,2021-11-15,,,,,,,,,,,,,,,,,
50-59,66.0,39.0,2021-11-15,,,,,,,,,,,,,,,,,
60-69,139.0,58.0,2021-11-15,,,,,,,,,,,,,,,,,
60-69,140.0,58.0,2021-11-16,,,,,,,,,,,,,,,,,
50-59,66.0,39.0,2021-11-16,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-16,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-16,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-16,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-16,,,,,,,,,,,,,,,,,
40-49,27.0,11.0,2021-11-16,,,,,,,,,,,,,,,,,
90+,171.0,268.0,2021-11-16,,,,,,,,,,,,,,,,,
70-79,254.0,157.0,2021-11-16,,,,,,,,,,,,,,,,,
80-89,357.0,319.0,2021-11-16,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-17,,,,,,,,,,,,,,,,,
80-89,358.0,322.0,2021-11-17,,,,,,,,,,,,,,,,,
70-79,255.0,157.0,2021-11-17,,,,,,,,,,,,,,,,,
60-69,142.0,58.0,2021-11-17,,,,,,,,,,,,,,,,,
50-59,67.0,39.0,2021-11-17,,,,,,,,,,,,,,,,,
90+,171.0,269.0,2021-11-17,,,,,,,,,,,,,,,,,
40-49,27.0,11.0,2021-11-17,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-17,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-17,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-17,,,,,,,,,,,,,,,,,
80-89,362.0,325.0,2021-11-18,,,,,,,,,,,,,,,,,
60-69,144.0,58.0,2021-11-18,,,,,,,,,,,,,,,,,
50-59,70.0,39.0,2021-11-18,,,,,,,,,,,,,,,,,
70-79,256.0,157.0,2021-11-18,,,,,,,,,,,,,,,,,
40-49,28.0,12.0,2021-11-18,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-18,,,,,,,,,,,,,,,,,
90+,171.0,270.0,2021-11-18,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-18,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-18,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-18,,,,,,,,,,,,,,,,,
50-59,72.0,39.0,2021-11-19,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-19,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-19,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-19,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-19,,,,,,,,,,,,,,,,,
40-49,29.0,12.0,2021-11-19,,,,,,,,,,,,,,,,,
80-89,365.0,325.0,2021-11-19,,,,,,,,,,,,,,,,,
90+,171.0,270.0,2021-11-19,,,,,,,,,,,,,,,,,
70-79,257.0,157.0,2021-11-19,,,,,,,,,,,,,,,,,
60-69,146.0,60.0,2021-11-19,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-20,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-20,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-20,,,,,,,,,,,,,,,,,
40-49,29.0,12.0,2021-11-20,,,,,,,,,,,,,,,,,
50-59,72.0,39.0,2021-11-20,,,,,,,,,,,,,,,,,
60-69,146.0,60.0,2021-11-20,,,,,,,,,,,,,,,,,
70-79,257.0,157.0,2021-11-20,,,,,,,,,,,,,,,,,
80-89,365.0,325.0,2021-11-20,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-20,,,,,,,,,,,,,,,,,
90+,171.0,270.0,2021-11-20,,,,,,,,,,,,,,,,,
0-9,0.0,0.0,2021-11-21,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-21,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-21,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-21,,,,,,,,,,,,,,,,,
40-49,29.0,12.0,2021-11-21,,,,,,,,,,,,,,,,,
50-59,72.0,39.0,2021-11-21,,,,,,,,,,,,,,,,,
60-69,146.0,60.0,2021-11-21,,,,,,,,,,,,,,,,,
70-79,257.0,157.0,2021-11-21,,,,,,,,,,,,,,,,,
80-89,365.0,325.0,2021-11-21,,,,,,,,,,,,,,,,,
90+,171.0,270.0,2021-11-21,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-22,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-22,,,,,,,,,,,,,,,,,
80-89,369.0,325.0,2021-11-22,,,,,,,,,,,,,,,,,
70-79,258.0,159.0,2021-11-22,,,,,,,,,,,,,,,,,
60-69,146.0,61.0,2021-11-22,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-11-22,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-22,,,,,,,,,,,,,,,,,
90+,173.0,272.0,2021-11-22,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-22,,,,,,,,,,,,,,,,,
50-59,72.0,40.0,2021-11-22,,,,,,,,,,,,,,,,,
70-79,264.0,161.0,2021-11-23,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-23,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-23,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-23,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-11-23,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-23,,,,,,,,,,,,,,,,,
60-69,147.0,61.0,2021-11-23,,,,,,,,,,,,,,,,,
80-89,374.0,328.0,2021-11-23,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-23,,,,,,,,,,,,,,,,,
90+,173.0,275.0,2021-11-23,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-24,,,,,,,,,,,,,,,,,
90+,174.0,275.0,2021-11-24,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-24,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-24,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-11-24,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-24,,,,,,,,,,,,,,,,,
60-69,147.0,63.0,2021-11-24,,,,,,,,,,,,,,,,,
70-79,265.0,161.0,2021-11-24,,,,,,,,,,,,,,,,,
80-89,375.0,328.0,2021-11-24,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-24,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-25,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-25,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-25,,,,,,,,,,,,,,,,,
70-79,266.0,162.0,2021-11-25,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-25,,,,,,,,,,,,,,,,,
60-69,147.0,63.0,2021-11-25,,,,,,,,,,,,,,,,,
90+,174.0,276.0,2021-11-25,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-25,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-11-25,,,,,,,,,,,,,,,,,
80-89,376.0,328.0,2021-11-25,,,,,,,,,,,,,,,,,
90+,176.0,277.0,2021-11-26,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-26,,,,,,,,,,,,,,,,,
80-89,379.0,329.0,2021-11-26,,,,,,,,,,,,,,,,,
70-79,266.0,163.0,2021-11-26,,,,,,,,,,,,,,,,,
60-69,147.0,63.0,2021-11-26,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-26,,,,,,,,,,,,,,,,,
40-49,28.0,13.0,2021-11-26,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-26,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-26,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-26,,,,,,,,,,,,,,,,,
90+,176.0,277.0,2021-11-27,,,,,,,,,,,,,,,,,
80-89,379.0,329.0,2021-11-27,,,,,,,,,,,,,,,,,
70-79,266.0,163.0,2021-11-27,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-27,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-27,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-27,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-27,,,,,,,,,,,,,,,,,
40-49,28.0,13.0,2021-11-27,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-27,,,,,,,,,,,,,,,,,
60-69,147.0,63.0,2021-11-27,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-28,,,,,,,,,,,,,,,,,
40-49,28.0,13.0,2021-11-28,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-28,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-28,,,,,,,,,,,,,,,,,
70-79,266.0,163.0,2021-11-28,,,,,,,,,,,,,,,,,
80-89,379.0,329.0,2021-11-28,,,,,,,,,,,,,,,,,
90+,176.0,277.0,2021-11-28,,,,,,,,,,,,,,,,,
60-69,147.0,63.0,2021-11-28,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-28,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-28,,,,,,,,,,,,,,,,,
40-49,28.0,13.0,2021-11-29,,,,,,,,,,,,,,,,,
70-79,268.0,163.0,2021-11-29,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-29,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-29,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-29,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-29,,,,,,,,,,,,,,,,,
80-89,380.0,331.0,2021-11-29,,,,,,,,,,,,,,,,,
50-59,72.0,41.0,2021-11-29,,,,,,,,,,,,,,,,,
90+,176.0,278.0,2021-11-29,,,,,,,,,,,,,,,,,
60-69,147.0,64.0,2021-11-29,,,,,,,,,,,,,,,,,
80-89,381.0,331.0,2021-11-30,,,,,,,,,,,,,,,,,
70-79,271.0,163.0,2021-11-30,,,,,,,,,,,,,,,,,
60-69,147.0,65.0,2021-11-30,,,,,,,,,,,,,,,,,
50-59,74.0,41.0,2021-11-30,,,,,,,,,,,,,,,,,
40-49,28.0,13.0,2021-11-30,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-11-30,,,,,,,,,,,,,,,,,
90+,176.0,279.0,2021-11-30,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-11-30,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-11-30,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-11-30,,,,,,,,,,,,,,,,,
90+,176.0,279.0,2021-12-01,,,,,,,,,,,,,,,,,
70-79,274.0,163.0,2021-12-01,,,,,,,,,,,,,,,,,
80-89,380.0,333.0,2021-12-01,,,,,,,,,,,,,,,,,
60-69,147.0,66.0,2021-12-01,,,,,,,,,,,,,,,,,
50-59,74.0,41.0,2021-12-01,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-01,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-01,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-01,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-01,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-01,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-02,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-02,,,,,,,,,,,,,,,,,
50-59,74.0,43.0,2021-12-02,,,,,,,,,,,,,,,,,
60-69,147.0,67.0,2021-12-02,,,,,,,,,,,,,,,,,
70-79,275.0,164.0,2021-12-02,,,,,,,,,,,,,,,,,
80-89,382.0,334.0,2021-12-02,,,,,,,,,,,,,,,,,
90+,177.0,280.0,2021-12-02,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-02,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-02,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-02,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-03,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-03,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-03,,,,,,,,,,,,,,,,,
50-59,74.0,43.0,2021-12-03,,,,,,,,,,,,,,,,,
60-69,147.0,69.0,2021-12-03,,,,,,,,,,,,,,,,,
70-79,276.0,166.0,2021-12-03,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-03,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-03,,,,,,,,,,,,,,,,,
80-89,384.0,335.0,2021-12-03,,,,,,,,,,,,,,,,,
90+,179.0,281.0,2021-12-03,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-04,,,,,,,,,,,,,,,,,
90+,179.0,281.0,2021-12-04,,,,,,,,,,,,,,,,,
80-89,384.0,335.0,2021-12-04,,,,,,,,,,,,,,,,,
70-79,276.0,166.0,2021-12-04,,,,,,,,,,,,,,,,,
60-69,147.0,69.0,2021-12-04,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-04,,,,,,,,,,,,,,,,,
50-59,74.0,43.0,2021-12-04,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-04,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-04,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-04,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-05,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-05,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-05,,,,,,,,,,,,,,,,,
90+,179.0,281.0,2021-12-05,,,,,,,,,,,,,,,,,
50-59,74.0,43.0,2021-12-05,,,,,,,,,,,,,,,,,
60-69,147.0,69.0,2021-12-05,,,,,,,,,,,,,,,,,
70-79,276.0,166.0,2021-12-05,,,,,,,,,,,,,,,,,
80-89,384.0,335.0,2021-12-05,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-05,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-05,,,,,,,,,,,,,,,,,
40-49,29.0,13.0,2021-12-06,,,,,,,,,,,,,,,,,
50-59,74.0,43.0,2021-12-06,,,,,,,,,,,,,,,,,
60-69,147.0,69.0,2021-12-06,,,,,,,,,,,,,,,,,
70-79,276.0,166.0,2021-12-06,,,,,,,,,,,,,,,,,
80-89,384.0,335.0,2021-12-06,,,,,,,,,,,,,,,,,
90+,179.0,281.0,2021-12-06,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-06,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-06,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-06,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-06,,,,,,,,,,,,,,,,,
40-49,30.0,13.0,2021-12-06,,,,,,,,,,,,,,,,,
50-59,74.0,44.0,2021-12-06,,,,,,,,,,,,,,,,,
60-69,149.0,68.0,2021-12-06,,,,,,,,,,,,,,,,,
70-79,279.0,170.0,2021-12-06,,,,,,,,,,,,,,,,,
80-89,386.0,339.0,2021-12-06,,,,,,,,,,,,,,,,,
90+,184.0,284.0,2021-12-06,,,,,,,,,,,,,,,,,
40-49,30.0,13.0,2021-12-07,,,,,,,,,,,,,,,,,
70-79,279.0,170.0,2021-12-07,,,,,,,,,,,,,,,,,
80-89,386.0,339.0,2021-12-07,,,,,,,,,,,,,,,,,
90+,184.0,284.0,2021-12-07,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-07,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-07,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-07,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-07,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-07,,,,,,,,,,,,,,,,,
50-59,74.0,44.0,2021-12-07,,,,,,,,,,,,,,,,,
60-69,149.0,68.0,2021-12-07,,,,,,,,,,,,,,,,,
70-79,280.0,170.0,2021-12-07,,,,,,,,,,,,,,,,,
80-89,389.0,340.0,2021-12-07,,,,,,,,,,,,,,,,,
90+,186.0,284.0,2021-12-07,,,,,,,,,,,,,,,,,
70-79,280.0,170.0,2021-12-08,,,,,,,,,,,,,,,,,
80-89,389.0,340.0,2021-12-08,,,,,,,,,,,,,,,,,
90+,186.0,284.0,2021-12-08,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-08,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-08,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-08,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-08,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-08,,,,,,,,,,,,,,,,,
50-59,74.0,44.0,2021-12-08,,,,,,,,,,,,,,,,,
60-69,149.0,68.0,2021-12-08,,,,,,,,,,,,,,,,,
70-79,280.0,171.0,2021-12-08,,,,,,,,,,,,,,,,,
80-89,393.0,341.0,2021-12-08,,,,,,,,,,,,,,,,,
90+,186.0,285.0,2021-12-08,,,,,,,,,,,,,,,,,
30-39,12.0,7.0,2021-12-09,,,,,,,,,,,,,,,,,
50-59,74.0,44.0,2021-12-09,,,,,,,,,,,,,,,,,
60-69,149.0,68.0,2021-12-09,,,,,,,,,,,,,,,,,
70-79,280.0,171.0,2021-12-09,,,,,,,,,,,,,,,,,
80-89,393.0,341.0,2021-12-09,,,,,,,,,,,,,,,,,
90+,186.0,285.0,2021-12-09,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-09,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-09,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-09,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-09,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-09,,,,,,,,,,,,,,,,,
50-59,75.0,44.0,2021-12-09,,,,,,,,,,,,,,,,,
60-69,149.0,69.0,2021-12-09,,,,,,,,,,,,,,,,,
70-79,281.0,172.0,2021-12-09,,,,,,,,,,,,,,,,,
80-89,394.0,341.0,2021-12-09,,,,,,,,,,,,,,,,,
90+,189.0,286.0,2021-12-09,,,,,,,,,,,,,,,,,
50-59,75.0,44.0,2021-12-10,,,,,,,,,,,,,,,,,
60-69,149.0,69.0,2021-12-10,,,,,,,,,,,,,,,,,
70-79,281.0,172.0,2021-12-10,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-10,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-10,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-10,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-10,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-10,,,,,,,,,,,,,,,,,
50-59,76.0,44.0,2021-12-10,,,,,,,,,,,,,,,,,
60-69,148.0,69.0,2021-12-10,,,,,,,,,,,,,,,,,
70-79,282.0,172.0,2021-12-10,,,,,,,,,,,,,,,,,
80-89,394.0,341.0,2021-12-10,,,,,,,,,,,,,,,,,
90+,189.0,286.0,2021-12-10,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-11,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-11,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-11,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-11,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-11,,,,,,,,,,,,,,,,,
50-59,76.0,44.0,2021-12-11,,,,,,,,,,,,,,,,,
60-69,148.0,69.0,2021-12-11,,,,,,,,,,,,,,,,,
70-79,282.0,172.0,2021-12-11,,,,,,,,,,,,,,,,,
80-89,394.0,341.0,2021-12-11,,,,,,,,,,,,,,,,,
90+,189.0,286.0,2021-12-11,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-12,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-12,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-12,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-12,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-12,,,,,,,,,,,,,,,,,
50-59,76.0,44.0,2021-12-12,,,,,,,,,,,,,,,,,
60-69,148.0,69.0,2021-12-12,,,,,,,,,,,,,,,,,
70-79,282.0,172.0,2021-12-12,,,,,,,,,,,,,,,,,
80-89,394.0,341.0,2021-12-12,,,,,,,,,,,,,,,,,
90+,189.0,286.0,2021-12-12,,,,,,,,,,,,,,,,,
50-59,76.0,44.0,2021-12-13,,,,,,,,,,,,,,,,,
60-69,148.0,69.0,2021-12-13,,,,,,,,,,,,,,,,,
70-79,282.0,172.0,2021-12-13,,,,,,,,,,,,,,,,,
80-89,394.0,341.0,2021-12-13,,,,,,,,,,,,,,,,,
90+,189.0,286.0,2021-12-13,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-13,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-13,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-13,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-13,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-13,,,,,,,,,,,,,,,,,
50-59,76.0,45.0,2021-12-13,,,,,,,,,,,,,,,,,
60-69,151.0,69.0,2021-12-13,,,,,,,,,,,,,,,,,
70-79,286.0,173.0,2021-12-13,,,,,,,,,,,,,,,,,
80-89,400.0,343.0,2021-12-13,,,,,,,,,,,,,,,,,
90+,193.0,289.0,2021-12-13,,,,,,,,,,,,,,,,,
50-59,76.0,45.0,2021-12-14,,,,,,,,,,,,,,,,,
60-69,151.0,69.0,2021-12-14,,,,,,,,,,,,,,,,,
70-79,286.0,173.0,2021-12-14,,,,,,,,,,,,,,,,,
80-89,400.0,343.0,2021-12-14,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-14,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-14,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-14,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-14,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-14,,,,,,,,,,,,,,,,,
50-59,77.0,45.0,2021-12-14,,,,,,,,,,,,,,,,,
60-69,151.0,70.0,2021-12-14,,,,,,,,,,,,,,,,,
70-79,288.0,174.0,2021-12-14,,,,,,,,,,,,,,,,,
80-89,401.0,344.0,2021-12-14,,,,,,,,,,,,,,,,,
90+,193.0,289.0,2021-12-14,,,,,,,,,,,,,,,,,
70-79,288.0,174.0,2021-12-15,,,,,,,,,,,,,,,,,
90+,193.0,289.0,2021-12-15,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-15,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-15,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-15,,,,,,,,,,,,,,,,,
30-39,13.0,7.0,2021-12-15,,,,,,,,,,,,,,,,,
40-49,31.0,13.0,2021-12-15,,,,,,,,,,,,,,,,,
50-59,77.0,45.0,2021-12-15,,,,,,,,,,,,,,,,,
60-69,151.0,70.0,2021-12-15,,,,,,,,,,,,,,,,,
70-79,289.0,175.0,2021-12-15,,,,,,,,,,,,,,,,,
80-89,401.0,344.0,2021-12-15,,,,,,,,,,,,,,,,,
90+,193.0,291.0,2021-12-15,,,,,,,,,,,,,,,,,
60-69,151.0,70.0,2021-12-16,,,,,,,,,,,,,,,,,
70-79,289.0,175.0,2021-12-16,,,,,,,,,,,,,,,,,
80-89,401.0,344.0,2021-12-16,,,,,,,,,,,,,,,,,
90+,193.0,291.0,2021-12-16,,,,,,,,,,,,,,,,,
0-9,0.0,1.0,2021-12-16,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2021-12-16,,,,,,,,,,,,,,,,,
20-29,6.0,3.0,2021-12-16,,,,,,,,,,,,,,,,,
